"region","region_jpn","type","country","producer","producer_jpn","vintage","store_price","name","name_jpn","sort_order","general_region","aoc_order"
"Languedoc","ラングドック地方","5","1","Dom. Leon Barral","ドメーヌ・レオン・バラル","2003","15800","Faugères Cuvée Valinière","フォージェール・キュヴェ・ヴァリニエール","163","26","1"
"Languedoc","ラングドック地方","5","1","Dom. Leon Barral","ドメーヌ・レオン・バラル","2005","15800","Faugères Cuvée Valinière","フォージェール・キュヴェ・ヴァリニエール","164","26","1"
"Roussillon","ルーション地方","5","1","Dom. Gauby","ドメーヌ・ゴービー","2000","10800","Côtes du Roussillon Villages Vieilles Vignes","コート・デュ・ルーシヨン・ヴィラージュ・ヴィエーユ・ヴィーニュ","165","27","2"
"Roussillon","ルーション地方","5","1","Dom. Gauby","ドメーヌ・ゴービー","1999","22800","Côtes du Roussillon Villages Cuvée Muntada","コート・デュ・ルーシヨン・ヴィラージュ・キュヴェ・ムンタダ","166","27","2"
"Roussillon","ルーション地方","5","1","Dom. Bruno Duchêne","ドメーヌ・ブルーノ・デュシェン","2005","11500","Collioure Cuvée Corral Nou","コリウール・キュヴェ・コラル・ヌー","167","27","2"
"Autres Vignobles de Languedoc et Roussillon","ラングドック地方とルーション地方のその他の栽培地域","5","1","Dom. de la Grange des Pères","ドメーヌ・ド・ラ・グランジュ・デ・ペール","1995","26000","Vin de Pays de l’Herauit","ヴァン・ド・ペイ・ド・レロー","168","28","3"
"Autres Vignobles de Languedoc et Roussillon","ラングドック地方とルーション地方のその他の栽培地域","5","1","Dom. de la Grange des Pères","ドメーヌ・ド・ラ・グランジュ・デ・ペール","1999","22000","Vin de Pays de l’Herauit","ヴァン・ド・ペイ・ド・レロー","169","28","3"
"Autres Vignobles de Languedoc et Roussillon","ラングドック地方とルーション地方のその他の栽培地域","5","1","Mas de Daumas Gassac","マ・ド・ドゥーマ・ガサック","1985","18000","Vin de Pays de l’Herauit Haute Vallée du Gassac","ヴァン・ド・ペイ・ド・レロー・オート・ヴァレ・デュ・ガサック","170","28","3"
"Autres Vignobles de Languedoc et Roussillon","ラングドック地方とルーション地方のその他の栽培地域","5","1","Mas de Daumas Gassac","マ・ド・ドゥーマ・ガサック","1987","18000","Vin de Pays de l’Herauit Haute Vallée du Gassac","ヴァン・ド・ペイ・ド・レロー・オート・ヴァレ・デュ・ガサック","171","28","3"
"Autres Vignobles de Languedoc et Roussillon","ラングドック地方とルーション地方のその他の栽培地域","5","1","Mas de Daumas Gassac","マ・ド・ドゥーマ・ガサック","1998","12600","Vin de Pays de l’Herauit Haute Vallée du Gassac","ヴァン・ド・ペイ・ド・レロー・オート・ヴァレ・デュ・ガサック","172","28","3"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2007","9000","Bandol Cuvée Spéciale la Tourtine","バンドール・キュヴェ・スペシャル・ラ・トゥルティーヌ","173","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2008","9000","Bandol Cuvée Spéciale la Migoua","バンドール・キュヴェ・スペシャル・ラ・ミグア","174","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2007","13800","Bandol Cuvée Spéciale la Cabassaou","バンドール・キュヴェ・スペシャル・ラ・カバッソウ","175","16","1"
"Provence","プロヴァンス地方","5","1","Dom. de Trévallon","ドメーヌ・ド・トレヴァロン","1996","15800","Vin de Pays des Bouches du Rhône","ヴァン・ド・ペイ・ドゥ・ブッシュ・デュ・ローヌ","176","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Hauvette","ドメーヌ・オヴェット","2003","7500","les Baux de Provence","レ・ボー・ドゥ・プロヴァンス","177","16","1"
"Friuli-Venezia-Giulia","フリウリ・ヴェネツァ・ジューリア州","5","5","Miani","ミアーニ","2004","36800","D.O.C. Colli Orientali del Furiuli Refosco Calvari","D.O.C. コッリ・オリエンターリ・デル・フリウリ・レフォスコ・カルヴァリ","178","20","3"
"Abruzzo","アブルッツォ州","5","5","Edoardo Valentini","エドワルド・ヴァレンティーニ","2006","28800","D.O.C. Montepulciano d'Abruzzo","D.O.C. モンテプルチアーノ・ダブルッツォ","179","20","9"
"Oregon / Willamette Valley","オレゴン州 / ウィラメット・ヴァレー","5","6","Willakenzie Estate","ウィラケンジー・エステート","2007","7500","Willaｍette Valley Pinot Noir Estate Cuvée","ウィラメット・ヴァレー・ピノ・ノワール・エステート・キュヴェ　オレゴン州","180","22","1"
"South Australia / McLaren Vale","サウス・オーストラリア州 / マクラーレン・ヴェール地区","5","9","Noon Winery","ヌーン・ワイナリー","2009","14800","Cabernet Sauvignon Reserve","カベルネ・ソーヴィニヨン・リザーヴ","181","23","7"
"South Australia / McLaren Vale","サウス・オーストラリア州 / マクラーレン・ヴェール地区","5","9","Noon Winery","ヌーン・ワイナリー","2009","14800","Shiraz Reserve","シラーズ・リザーヴ","182","23","7"
"South Australia / Barossa Valley","サウス・オーストラリア州 / バロッサ・ヴァレー","5","9","Greenock Creek Vineyard & Cellars","グリーノック・クリーク・ヴィンヤード＆セラーズ","2006","15000","Alices Shiraz","アリスズ・シラーズ","183","23","5"
"Yamanashi","山梨県","5","8","Kizan Winery","機山ワイナリー","2006","4200","Kizan ","機山","184","30","0"
"Champagne","シャンパーニュ地方","3","1","Henri Giraud","アンリ・ジロー","2006","24000","Coteax Champenois Aÿ","コトー・シャンプノワ・アイ","187","1","8"
"Alsace / Riesling","アルザス地方  / リースリング","3","1","Dom. Emile Beyer","ドメーヌ・エミール・ベイエ","2009","6800","Riesling Grand Cru Eichberg","リースリング･グラン・クリュ・アイシュベルク","188","7","2"
"Alsace / Gewurztraminer ","アルザス地方  / ゲヴェルツトラミネール","3","1","Dom. Marc Tempé","ドメーヌ・マルク・テンペ","2000","12000","Gewurztraminer Grand Cru Mambourg","ゲヴェルツトラミネール・グラン・クリュ・マンブール","189","7","3"
"Alsace / Gewurztraminer ","アルザス地方  / ゲヴェルツトラミネール","3","1","Dom. Zind Huｍbrecht","ドメーヌ・ズィント・ウンブレヒト","2004","10500","Gewurztraｍiner Clos Windsbuhl ","ゲヴェルツトラミネール・クロ・ヴィンスビュール","190","7","3"
"Alsace / Pinot Gris","アルザス地方  /  ピノ・グリ","3","1","Dom. André Kientzler","ドメーヌ・アンドレ・キンツレー","2011","6800","Pinot Gris Grand Cru Kirchberg","ピノ・グリ・グラン・クリュ・キルヒベルグ","191","7","4"
"Alsace / Musucat","アルザス地方  / ミュスカ","3","1","Dom. Albert Boxler","ドメーヌ・アルベール・ボクスレ","2008","8400","Musucat Grand Cru Brand","ミュスカ・グラン・クリュ・ブランド","192","7","5"
"Alsace / Sylvaner","アルザス地方  / シルヴァネール","3","1","Dom. Albert Boxler","ドメーヌ・アルベール・ボクスレ","2009","5950","Sylvaner","シルヴァネール","193","7","6"
"Alsace ","アルザス地方 ","3","1","Dom. Marcel Daiss ","ドメーヌ・マルセル・ダイス","1995","18800","Altenberg de Bergheim Grand Cru","アルテンベルグ・ドゥ・ベルクハイム・グラン・クリュ","194","7","8"
"Alsace ","アルザス地方 ","3","1","Dom. Marcel Deiss ","ドメーヌ・マルセル・ダイス","1998","14000","Burg","ビュルグ","195","7","8"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域  /  アンジュー＆ソミュール地区","3","1","Dom. de la Monnaie","ドメーヌ・ド・ラ・モネィ","2008","6950","Savennières L'Enclos","サヴァニエール・ランクロ","196","8","100"
"Vallée de la Loire / Anjou & Sauｍur","ロワール河流域  /  アンジュー＆ソミュール地区","3","1","Dom. des Bauｍard","ドメーヌ・デ・ボーマール","2006","6950","Savennières Clos de Saint Yves","サヴァニエール・クロ・ド・サン・イヴ","197","8","0"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域  /  アンジュー＆ソミュール地区","3","1","Clos Rougeard","クロ・ルジャール","2000","12000","Saumur Sec Brezé","ソミュール・セック・ブレゼ","198","8","102"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域  /  アンジュー＆ソミュール地区","3","1","Clos Rougeard","クロ・ルジャール","2001","12000","Saumur Sec Brezé","ソミュール・セック・ブレゼ","199","8","102"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. de Bellivière","ドメーヌ・ド・ベリヴィエール","2008","7000","Jasnières les Rosiers","ジャニエール・レ・ロシエール","200","8","203"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. des Aubuisières ","ドメーヌ・デ・ゾビュイジエール","2009","5000","Vouvray Demi Sec les Girardieres","ヴーヴレ・ドゥミ・セック・レ・ジラディエール","201","8","204"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. Huet","ドメーヌ・ユエ","1969","21000","Vouvray le Mont Demi Sec","ヴーヴレ・ル・モン・ドゥミ・セック","202","8","204"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. Henry Marionnet","ドメーヌ・アンリ・マリオネ","2009","6800","Touraine Sauvignon Blanc M de Marionnet  (Dom. de la Charmoise) ","トゥーレーヌ・ソーヴィニヨン・ブラン・エム・ド・マリオネ　（ドメーヌ・ド・ラ・シャルモワ）","203","8","206"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","2004","17000","Blanc Fumé de Pouilly ""Pur Sang""","ブラン・フュメ・ドゥ・プイィ　”ピュル・サン”","204","8","300"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","2002","21000","Blanc Fumé de Pouilly ""Silex""","ブラン・フュメ・ドゥ・プイィ　”シレックス”","205","8","300"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","2003","22000","Pouilly Fumé Paradoxe","プイィ・フュメ・パラドックス","206","8","301"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Gérard Boulay","ドメーヌ・ジェラール・ブレイ","1997","8400","Sancerre Clos du Beaujeu","サンセール・クロ・デュ・ボージュ","207","8","304"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Paul Cotat","ドメーヌ・ポール・コタ","1989","22000","Sancerre Chavignol les Culs de Beaujeu","サンセール・シャヴィニョール・レ・クル・ド・ボージュ","208","8","304"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Vincent Pinard","ドメーヌ・ヴァンサン・ピナール","2006","10500","Sancerre Cuvée Harmonie","サンセール・キュヴェ・アルモニ","209","8","304"
"Vallée de la Loire / Autres Vignobles de Loire","ロワール河流域  / その他の栽培地域","3","1","Dom. Henry Marionnet","ドメーヌ・アンリ・マリオネ（ドメーヌ・ド・ラ・シャルモワ）","2009","12600","Vin de Pays du Jardin de la France ""Provignage"" (Dom. de la Charmoise) ","ヴァン・ド・ペイ・デュ・ジャルダン・ド・ラ・フランス・プロヴィニャージュ","210","8","305"
"Vallée de la Loire / Autres Vignobles de Loire","ロワール河流域  / その他の栽培地域","3","1","Dom. Henry Marionnet","ドメーヌ・アンリ・マリオネ（ドメーヌ・ド・ラ・シャルモワ）","2010","12600","Vin de Pays du Jardin de la France ""Provignage"" (Dom. de la Charmoise) ","ヴァン・ド・ペイ・デュ・ジャルダン・ド・ラ・フランス・プロヴィニャージュ","211","8","305"
"Bordeaux / Graves","ボルドー地方 / グラーヴ地区","3","1","Pessac-Léognan","ペサック・レオニャン","2004","8400","les Plantiers du Haut-Brion","レ・プランティエール・デュ オー・ブリオン ","212","9","7"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. René et Vincent Dauvissat","ドメーヌ・ルネ・エ・ヴァンサン・ドゥーヴィサ","2009","7350","Chablis ","シャブリ","213","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. François Raveneau","ドメーヌ・フランソワ・ラブノー","1995","25000","Chablis 1er Cru Butteaux","シャブリ・プルミエ・クリュ・ビュトー","214","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2009","6950","Chablis 1er Cru Butteaux","シャブリ・プルミエ・クリュ・ビュトー","215","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2009","8800","Chablis Grand Cru Bougros","シャブリ・グラン・クリュ・ブーグロ","216","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2009","9450","Chablis Grand Cru Vaudesir","シャブリ・グラン・クリュ・ヴォーデジール","217","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2009","12600","Chablis Grand Cru Grenouille","シャブリ・グラン・クリュ・グルヌイユ","218","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. René et Vincent Dauvissat","ドメーヌ・ルネ・エ・ヴァンサン・ドゥーヴィサ","2008","15750","Chablis Grand Cru les Clos","シャブリ・グラン・クリュ・レ・クロ","219","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. René et Vincent Dauvissat","ドメーヌ・ルネ・エ・ヴァンサン・ドゥーヴィサ","2009","15750","Chablis Grand Cru les Clos","シャブリ・グラン・クリュ・レ・クロ","220","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. René et Vincent Dauvissat","ドメーヌ・ルネ・エ・ヴァンサン・ドゥーヴィサ","1988","31500","Chablis Grand Cru les Preuses","シャブリ・グラン・クリュ・レ・プリューズ","221","11","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","1997","14800","Nuits-Saint-Georges 1er Cru la Perriere","ニュイ・サン・ジョルジュ・プルミエ・クリュ・ラ・ペリエール","222","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","2002","16000","Nuits-Saint-Georges 1er Cru la Perriere","ニュイ・サン・ジョルジュ・プルミエ・クリュ・ラ・ペリエール","223","11","234"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Chandon de Briailles","ドメーヌ・シャンドン・ド・ブリアーユ","1999","18000","Corton Grand Cru","コルトン・グラン・クリュ","224","11","303"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2000","20000","Meursault Perrières 1er Cru","ムルソー・ペリエール・プルミエ・クリュ","225","11","321"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Louis Carillon &Fils","ドメーヌ・ルイ・キャリヨン・エ・フィス","1990","31500","Puligny-Montrachet 1er Cru les Perrières","ピュリニー・モンラッシェ・プルミエ・クリュ・ペリエール","226","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Leflaive","ドメーヌ・ルフレーヴ","2009","14000","Puligny-Montrachet","ピュリニー・モンラッシェ","227","11","323"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Etienne Sauzet","ドメーヌ・エティエンヌ・ソゼ","2011","16000","Puligny-Montrachet 1er Cru la Garenne","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・ガレンヌ","228","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","2007","16800","Puligny-Montrachet 1er Cru la Tryffière","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・トリフィエール","229","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","2008","16800","Puligny-Montrachet 1er Cru la Tryffière","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・トリフィエール","230","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","2009","16800","Puligny-Montrachet 1er Cru la Tryffière","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・トリフィエール","231","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","1993","23800","Puligny-Montrachet 1er Cru les Combette","ピュリニー・モンラッシェ・プルミエ・クリュ・レ・コンベット","232","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","2008","33000","Bâtard-Montrachet Grand Cru ","バタール・モンラッシェ・グラン・クリュ","233","11","327"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean Marc Boillot","ドメーヌ・ジャン・マルク・ボワイヨ","2009","33000","Bâtard-Montrachet Grand Cru ","バタール・モンラッシェ・グラン・クリュ","234","11","327"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Leflaive","ドメーヌ・ルフレーヴ","1991","73500","Chevalier-Montrachet Grand Cru ","シュヴァリエ・モンラッシェ・グラン・クリュ","235","11","325"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Simon Bize","ドメーヌ・シモン・ビーズ","2002","52500","Chevalier-Montrachet Grand Cru ","シュヴァリエ・モンラッシェ・グラン・クリュ","236","11","325"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2001","45000","Chevalier-Montrachet Grand Cru ","シュヴァリエ・モンラッシェ・グラン・クリュ","237","11","325"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2005","45000","Chevalier-Montrachet Grand Cru ","シュヴァリエ・モンラッシェ・グラン・クリュ","238","11","325"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2006","45000","Chevalier-Montrachet Grand Cru ","シュヴァリエ・モンラッシェ・グラン・クリュ","239","11","325"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","1990","108000","Montrachet Grand Cru ","モンラッシェ・グラン・クリュ","240","11","326"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Coffinet-Duvernay","ドメーヌ・コフィネ・デュヴェルネイ","2008","11000","Chassagne Montrachet 1er Cru les Blanchots Dessus","シャサーニュ・モンラッシェ・プルミエ・クリュ・レ・ブランショ・デュス","241","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Gagnard Delagranges","ドメーヌ・ガニャール・ド・ラグランジュ","1996","14800","Chassagne Montrachet 1er Cru Morgeot","シャサーニュ・モンラッシェ・プルミエ・クリュ・モルジョ","242","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2005","20000","Chassagne Montrachet 1er Cru la Romanée","シャサーニュ・モンラッシェ・プルミエ・クリュ・ラ・ロマネ","243","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2000","18000","Chassagne Montrachet 1er Cru Tête du Clos","シャサーニュ・モンラッシェ・プルミエ・クリュ・テート・デュ・クロ","244","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Bachey-Legros ","ドメーヌ・バシェ・ルグロ","2008","6500","Santenay Sous la Roche","サントネ・スー・ラ・ロッシュ","245","11","329"
"Bourgogne","ブルゴーニュ地方","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2005","7500","Bourgogne Chardonnay","ブルゴーニュ・シャルドネ","246","11","700"
"Bourgogne","ブルゴーニュ地方","3","1","Dom. Vincent Dancer","ドメーヌ・ヴァンサン・ダンセ","2006","7800","Bourgogne Chardonnay","ブルゴーニュ・シャルドネ","247","11","700"
"Jura","ジュラ地方","3","1","Dom. Jean Macle","ドメーヌ・ジャン・マクル","2007","7800","Côtes du Jura","コート・デュ・ジュラ","248","12","1"
"Jura","ジュラ地方","3","1","Dom. Voorhuis Henquet","ドメーヌ・ヴォールユイス・ヘンケ","2003","9450","Côtes du Jura la Barde","コート・デュ・ジュラ・ラ・バルデ","249","12","1"
"Jura","ジュラ地方","3","1","Dom. de la Tournelle","ドメーヌ・ドゥ・ラ・トゥルネル","2005","6800","Arbois Terre de Gruypées","アルボワ・テッレ・ドゥ・グリフェ","251","12","1"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","3","1","Dom. Mathilde et Yves Gangloff","ドメーヌ・マチルド・エ・イヴ・ガングロフ","2009","18000","Condrieu","コンドリュー","253","14","3"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","3","1","Ch. Rayas","シャトー・ライヤス","2006","20000","Châteauneuf-du-Pape ","シャトーヌッフ・デュ・パプ","254","14","50"
"Vallée du Rhône / Côtes du Rhône","コート・デュ・ローヌ","3","1","Ch. Rayas","シャトー・ライヤス","2006","10500","Côtes du Rhône Châteaux de Fonsalette","コート・デュ・ローヌ・シャトー・ド・フォンサレット","255","14","102"
"Vallée du Rhône / Autres Vignobles de Rhône","ローヌ河流域 / その他の栽培地域","3","1","Dom. Mathilde et Yves Gangloff","ドメーヌ・マチルド・エ・イヴ・ガングロフ","2004","12600","Vin de Pays Blanc de Vioginier","ヴァン・ド・ペイ・ブラン・ド・ヴィオニエ","256","14","101"
"Languedoc","ラングドック地方","3","1","Mas Jullien","マ・ジュリアン","2007","6800","Vin de Pays de l’Herauit","ヴァン・ド・ペイ・ド・レロー","257","15","1"
"Provence","プロヴァンス地方","3","1","Dom. Tempier","ドメーヌ・タンピエ","2008","7000","Bandol ","バンドール","258","16","1"
"Burgenland / Neusiedlersee","ブルゲンラント州 / ノイジードラーゼー地区","3","2","Weingut Velich","ヴァイングート・ヴェリッヒ","2001","7800","O.T.","","259","19","2"
"Galicia","ガリシア州","3","7","Rafael Palacios","ガリシア州","2007","8400","D.O. Valdeorras As Sortes","ヴァルデオラス・アス・ソルテス/ラファエル・パラシオス","260","21","4"
"California / Santa Barbara","カルフォルニア州/ / サンタ・バーバラ","3","6","Sin Qua Non","シン・クア・ノン","2008","30000","KOLIBURI","コリブリ","261","22","5"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Ambonnay","アンボネイ","S.A.","15000","Egly-Ouriet Grand Cru Brut Cuvée Vieillissement Prolongé","エグリ・ウーリエ・グラン・クリュ・ブリュット・キュヴェ・Ｖ・Ｐヴィエイッスマン・プロロンジェ","262","1","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Ambonnay","アンボネイ","S.A.","21000","Egly-Ouriet Grand Cru Brut Cuvée Blanc de Noirs","エグリ・ウーリエ・グラン・クリュ・ブリュット・キュヴェ・ブラン・ド・ノワール","263","1","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス　","1996","26000","Bruno Paillard Brut Blanc de Blanc","ブルーノ･パイヤール・ブリュット・ブラン・ドゥ・ブラン","264","1","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス　","1998","38800","Krug Vintage","クリュッグ・ヴィンテージ","265","1","1"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Aÿ","アイ","2005","19500","Amour de Deutz Millésimé Grand Cru Brut","アムール・ドゥーツ・ミレジム・グラン・クリュ・ブリュット","266","1","2"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Aÿ","アイ","1996","36000","Henri Giraud Grand Cru Brut Cuvée Fût de Chêne","アンリ･ジロー・グラン・クリュ・ブリュット・キュヴェ・フュ・ドゥ・シェーヌ","267","1","2"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Epernay","エペルネイ","1999","21000","Moët et Chandon Cuvée Dom Pérignon","モエ・エ・エシャンドン・キュヴェ・ドン・ペリニヨン","268","1","2"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","S.A.","7500","Pierre Callot & Fils Grand Cru Brut Blancs de Blanc","ピエール・カロ・エ・フィス・グラン・クリュ・ブリュット・ブラン・ドゥ・ブラン","269","1","3"
"Champagne / Côte des Bar","シャンパーニュ地方 / コート・デ・バール地区","1","1","Gye-sur-Seine","ギィ・シュール・セーヌ","S.A.","6800","Marie Demets Brut Trdition","マリー・ドゥメ・ブリュット・トラディション","270","1","5"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Vincent Pinard","ドメーヌ・ヴァンサン・ピナール","2007","10500","Sancerre Cuvee Harmonie","サンセール・キュヴェ・アルモニ","271","8","304"
"California / Santa Barbara","カルフォルニア州/ / サンタ・バーバラ","5","6","Sin Qua Non","シン・クア・ノン","2008","35000","Syrah ""B-20""   ","シラー・""B-20""","272","22","5"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Lucien Crochet","ドメーヌ・ルシアン・クロシェ","2006","11000","Sancerre Vendange du 10 Octobre","サンセール・ヴァンダンジュ・デュ・ディス・オクトーブル","273","8","304"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン第１特別A級・セカンド）","5","1","Héritiers Fourcaud-Laussac","エリティエ・フルコー・ローサック","2008","17800","Petit Cheval","プティ・シュヴァル","274","9","11"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Arlaud","ドメーヌ・アルロー","2008","10500","Morey-Saint-Denis","モレ・サン・ドニ","275","11","217"
